movie_title,genre,release_date,director,box_office_revenue,rating,duration_minutes,production_company,quote
"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)",Drama,8/23/1988,Max Palfrie,$27500356.02,6.7,63,Quamba,Open-architected bandwidth-monitored application
Butcher Boys (Bone Boys),Romance,3/6/1920,Arvie Proudman,$55965324.29,3.5,71,Tambee,Phased heuristic pricing structure
Guns of the Magnificent Seven,Drama,10/10/1906,Corine Josefsohn,$32200664.08,8.8,191,Blognation,Customizable foreground application
Last Days,Horror,8/21/1933,Pierrette Gaskarth,$68176698.68,8.2,240,Riffwire,Operative needs-based database
The Gilded Cage,Comedy,10/23/2005,Freedman Dumberell,$35403552.77,3.9,204,Fivebridge,Mandatory optimizing project
Crazy Love,Action,2/19/1903,Ruthe Lettsom,$76730645.86,8.1,112,Fanoodle,Focused encompassing interface
Aqua Teen Hunger Force Colon Movie Film for Theaters,Action,8/28/1964,Luise Kruschev,$5387044.92,0.5,100,Skyble,Optional mobile algorithm
Girls! Girls! Girls!,Drama,8/6/1962,Penelope Rendle,$6919032.31,1.9,70,Dabfeed,Pre-emptive fresh-thinking architecture
Double Vision (Shuang tong),Romance,5/2/1975,Jonie Nestoruk,$90007240.83,9.9,106,Realcube,Total systemic projection
How Hitler Lost the War,Comedy,5/4/1948,Anson Polack,$14174511.21,3.7,186,Kwideo,User-centric zero defect secured line
"Messenger, The",Horror,1/27/1904,Lyn Diament,$28671421.17,3.7,101,Fanoodle,Virtual national access
"Peace, Love & Misunderstanding",Horror,6/16/2017,Benita Owthwaite,$60909946.18,1.6,100,Wikizz,Extended intangible parallelism
Don't Say a Word,Romance,4/11/2009,Salli Monroe,$23693481.21,2.2,75,Meevee,Synergistic executive artificial intelligence
The... Beautiful Country,Drama,3/6/1937,Helga Livett,$92576712.73,1.8,225,Geba,Function-based global hierarchy
Patsy,Action,9/19/1937,Tades De Giorgis,$88454365.58,9.8,228,Buzzbean,Face to face zero administration core
Along Came Jones,Romance,9/12/2007,Luis Pellissier,$20529945.94,8.4,162,Edgeclub,Polarised mission-critical help-desk
Murder!,Drama,11/17/2000,Sam Owen,$11861454.45,7.2,170,Topicware,Universal scalable core
"Firemen's Ball, The (Horí, má panenko)",Comedy,6/9/1978,Chantalle O'Ruane,$33010265.06,8.9,223,Zooveo,Synergized client-driven adapter
If You Don't Stop It... You'll Go Blind!!!,Comedy,10/27/1994,Yorke Twopenny,$19787436.19,2.6,210,Wikizz,Public-key logistical matrices
"Cost of Living, The (Le coût de la vie)",Comedy,11/12/2019,Alicia Westlake,$91028930.17,5.7,195,Devify,Robust regional alliance
How to Seduce Difficult Women,Comedy,3/30/1901,Othella Boud,$93319418.34,3.3,181,Chatterbridge,Networked solution-oriented functionalities
"Professionals, The",Drama,5/21/1966,Kym Elia,$76758461.65,8.9,158,Cogilith,Reverse-engineered analyzing solution
U-571,Horror,2/18/1954,Cornie Lisciardelli,$51548477.61,9.9,206,Quimba,Ergonomic fault-tolerant ability
"Unfinished Piece for a Player Piano, An (Neokonchennaya pyesa dlya mekhanicheskogo pianino)",Comedy,7/12/2012,Gwennie Halsted,$53687485.27,9.3,225,Bubblebox,Innovative heuristic product
Shaft,Romance,1/24/2016,Meg Cleaves,$89783332.50,1.0,195,Meemm,Intuitive demand-driven focus group
Ice Poison,Horror,11/17/1997,Charita Nacey,$7434313.90,4.5,198,Skibox,Intuitive context-sensitive software
Obvious Child,Romance,1/25/1940,Queenie Plewes,$61935353.35,0.9,77,Quire,Grass-roots empowering conglomeration
Bad Boys,Horror,9/15/1905,Lyon Hatley,$64982856.86,4.2,211,Wikizz,Versatile well-modulated adapter
"Dirty Dozen: Next Mission, The",Comedy,1/8/2002,Evonne Proven,$9694334.74,1.6,88,Fadeo,Progressive optimal Graphic Interface
In the Navy,Drama,7/13/1965,Jules Pittle,$38124978.28,6.0,150,Feedspan,Up-sized mission-critical core
Revolt of the Zombies,Romance,4/28/1978,Darya Cullington,$76951473.30,2.9,76,Tagfeed,Ameliorated human-resource migration
Girl with Green Eyes,Action,3/27/1953,Dominique Hatherall,$78720731.82,0.9,149,Flipopia,Progressive stable contingency
Slasher House,Action,11/30/1971,Haroun Morriarty,$91611369.89,6.8,120,Livepath,Organized mission-critical contingency
Last Days,Comedy,2/13/1996,Fin Colliber,$16597203.65,7.1,129,Babbleset,Expanded composite definition
"Gore Gore Girls, The",Drama,6/12/2008,Corny Ashenhurst,$53313138.03,3.7,176,Zoombox,Multi-lateral methodical success
Faithless (Trolösa),Drama,11/2/1971,Pernell Pennings,$19349680.19,6.6,157,Skipstorm,Fundamental static solution
Cop and ½,Comedy,1/22/1908,Alisander Choldcroft,$86519173.86,3.5,183,Eadel,Public-key grid-enabled infrastructure
"Bells, The",Comedy,4/18/1976,Duky Nassie,$52962239.72,1.7,148,Riffwire,Centralized next generation strategy
Across the Wide Missouri,Drama,6/11/1994,Rheta Alvarado,$15563605.61,1.4,205,Feedspan,Fully-configurable eco-centric moratorium
"Strange Case of the End of Civilization as We Know It, The",Action,4/23/1963,Alameda Petkens,$98680803.91,9.7,144,Meeveo,Focused value-added collaboration
"Crucible, The",Action,9/22/1929,Archambault Delbergue,$10505314.25,7.2,118,Livepath,Optional holistic groupware
Svampe,Comedy,8/27/1911,Debor Sindall,$97608390.67,2.0,61,Photobean,De-engineered explicit moratorium
Waterloo,Romance,12/12/1921,Tull Lailey,$65356547.60,1.3,151,Mydo,Adaptive bottom-line help-desk
Rosvo Roope,Romance,2/7/1965,Tricia Astlatt,$84185945.74,3.3,176,Flipstorm,Multi-channelled intermediate adapter
"Women on the 6th Floor, The (Les Femmes du 6ème Étage)",Action,5/8/1918,Evered Bezants,$47392337.68,4.0,84,Skyvu,Persistent solution-oriented toolset
Napoléon,Drama,7/28/1913,Carrol Sinyard,$13667785.63,0.2,186,Voolith,Enterprise-wide system-worthy middleware
Border Feud,Romance,5/7/1974,Sarette Casely,$75122874.42,8.4,193,Youspan,Focused tangible frame
"Hollow Crown, The",Drama,10/27/2020,Rufus Lamanby,$36373207.51,4.0,237,Geba,Monitored motivating capacity
Soul Plane,Romance,6/30/1978,Maggee Mottley,$83761602.00,4.8,65,Digitube,Intuitive context-sensitive firmware
Maniac,Action,7/16/1941,Gerry Simmig,$91019311.18,3.5,189,Brainverse,Synergistic zero tolerance utilisation
Noroi: The Curse ,Action,6/16/1995,Al Dunridge,$7064732.23,5.6,175,Gigaclub,Assimilated 6th generation core
Joe,Action,11/3/2002,Yasmin Sherington,$79418576.54,3.0,150,Skyvu,Innovative cohesive workforce
Valerie,Comedy,6/30/1907,Dyanna Aleavy,$90568233.01,9.4,140,Rhyzio,Persistent encompassing migration
Head On,Horror,3/25/2010,Elane Baldinotti,$84547463.18,7.1,159,Edgepulse,Optimized encompassing process improvement
10,Comedy,12/1/1998,Wrennie Dixson,$88639319.53,2.9,78,Quaxo,Extended actuating access
"Profit, The",Horror,6/16/1911,Ajay Coyett,$76469700.55,7.6,166,Linkbuzz,Open-architected 3rd generation moderator
Superbad,Drama,5/26/1932,Lia Tuny,$84065344.37,3.8,218,Kanoodle,Innovative real-time knowledge user
"Objective, Burma!",Drama,7/14/1903,Gwenette MacDirmid,$7347569.23,0.4,88,Photobug,Networked contextually-based hardware
Miss Farkku-Suomi,Romance,7/30/1951,Allina Lefley,$95440105.61,7.6,179,Chatterpoint,Ameliorated human-resource software
The Fearmakers,Romance,12/22/1901,Letitia Riccione,$19545387.34,5.7,220,Wikizz,Triple-buffered upward-trending open architecture
Saturday Night,Comedy,4/20/1932,Clotilda Crummie,$31746443.78,5.7,174,Digitube,Public-key exuding policy
At the Death House Door,Horror,8/23/1983,Cory Cushworth,$5584831.55,2.9,144,Skinte,Triple-buffered analyzing system engine
Ménage (Tenue de soirée),Romance,10/31/1936,Katalin Diack,$52367061.63,0.2,173,Gigazoom,Right-sized 24/7 knowledge base
"Die Bademeister – Weiber, saufen, Leben retten",Comedy,1/3/1970,Beryl Standen,$80606266.41,9.0,70,Avamm,Advanced value-added focus group
1981,Drama,8/18/1942,Stu Stranahan,$29198301.28,4.2,82,Babblestorm,Face to face value-added workforce
"Thief of Bagdad, The",Comedy,3/25/1995,Thomasa Bahls,$20523823.92,7.0,152,Skajo,Face to face motivating strategy
"Day in the Country, A (Partie de campagne)",Comedy,6/23/2014,Ailene Fransman,$25947006.17,2.3,229,Mynte,Exclusive discrete projection
"Razor's Edge, The",Comedy,8/20/2016,Carroll Hembry,$35978207.36,4.4,187,Zazio,Digitized multi-state protocol
Tai Chi Hero,Comedy,12/3/1967,Lucinda McKissack,$75216795.64,4.7,83,Skilith,Down-sized value-added database
Apollo 13,Comedy,10/5/1938,Trip Brewin,$51872270.70,8.8,152,Youfeed,Advanced grid-enabled success
I Went Down,Romance,4/1/1902,Florri Latimer,$90854730.07,1.2,62,Trudoo,Organic zero defect hierarchy
Belle époque,Drama,1/31/1971,Stacee Demchen,$68661191.61,4.4,189,Rhyloo,Customizable next generation extranet
"Stickup, The",Horror,10/14/1911,Margi Causley,$58527062.99,6.6,95,Skibox,Fundamental object-oriented moderator
True Grit,Comedy,3/6/1900,Anett Pellitt,$41113656.61,3.7,168,Babbleopia,Expanded hybrid protocol
Tokyo Decadence (Topâzu),Comedy,8/31/1902,Zarah Hindshaw,$62847214.63,9.8,170,Topicware,Fully-configurable composite policy
Que Viva Mexico (¡Que Viva Mexico! - Da zdravstvuyet Meksika!),Action,4/13/1984,Aldridge Mechi,$32011376.26,5.0,122,Brightdog,Re-engineered tertiary structure
Il fiore dai petali d'acciaio,Horror,11/4/1993,Jule Chazier,$97998825.24,6.7,160,Trudeo,Configurable 3rd generation success
Sick Girl,Romance,2/15/1910,Vivianna Denyakin,$12901502.11,3.7,108,Skalith,Visionary leading edge migration
"Crimson Kimono, The",Drama,5/17/1935,Ignaz Gebbe,$39018227.60,3.4,130,Jabberstorm,Open-source executive database
Grease,Action,1/19/1984,Imojean Peaddie,$51991931.20,9.2,140,Browsebug,Enterprise-wide transitional frame
Blame It on the Bellboy,Action,10/28/2011,Samaria Balharry,$43465704.78,5.3,207,Trudeo,Re-engineered zero defect policy
Mushrooming (Seenelkäik),Comedy,2/21/1959,Merlina Skiggs,$23015837.57,9.3,161,Skajo,Diverse client-driven core
Adjust Your Tracking,Romance,5/19/1919,Lauree Thomasson,$89234311.27,8.9,125,Eadel,Quality-focused leading edge application
Confidence Girl,Action,11/16/1978,Fonz Yeaman,$13071375.51,1.8,163,Rooxo,User-friendly user-facing leverage
Woman Thou Art Loosed,Drama,3/13/1994,Cherise Dodge,$77153040.41,5.0,148,Zoovu,Digitized heuristic internet solution
Live!,Action,10/16/2006,Eddie D'Errico,$47468198.50,1.3,70,Browseblab,Enhanced coherent installation
M*A*S*H (a.k.a. MASH),Action,9/11/1973,Kariotta Lalevee,$8000933.47,0.1,67,Gabcube,Secured zero defect encryption
O.C. and Stiggs,Comedy,3/24/1968,Bail Nisco,$4494175.57,3.4,221,Thoughtstorm,Synchronised 24/7 hardware
Men of Respect,Drama,7/12/2015,Staffard Sowrey,$78746447.92,5.0,206,Jaloo,Re-engineered solution-oriented knowledge base
Vengo,Comedy,9/14/1913,Finley Stemson,$95895085.81,3.2,75,Yamia,Diverse logistical methodology
Radio Rebel,Comedy,6/22/1997,Wernher Jewel,$7601666.84,5.0,203,Zooxo,Optimized methodical budgetary management
"Forest for the Trees, The (Der Wald vor lauter Bäumen)",Drama,1/27/1976,Arney De Lisle,$4716133.44,1.5,194,Riffpath,Reactive web-enabled middleware
You Will Meet a Tall Dark Stranger,Horror,8/1/1931,Riccardo Eaken,$23137722.33,7.4,64,Realcube,Open-architected bandwidth-monitored application
Pistol Opera (Pisutoru opera),Drama,11/17/1959,Aldo Kubiak,$98271497.62,8.9,148,Browsedrive,Pre-emptive context-sensitive help-desk
"Woman Under the Influence, A",Action,2/14/1997,Clarinda Vanne,$19704995.68,3.3,193,Jaxworks,Reactive modular extranet
Caesar and Cleopatra,Romance,6/5/2010,Cheslie Shalloe,$80132194.71,3.9,155,Wordify,Pre-emptive asynchronous hierarchy
"11th Hour, The",Drama,3/19/1945,Millard Ketteman,$52673895.22,8.7,194,Riffwire,Up-sized even-keeled Graphical User Interface
"Hunters, The (Jägarna)",Action,12/7/1971,Rocky Leeuwerink,$75794897.49,6.3,159,Feedmix,Team-oriented reciprocal focus group
"Like Father, Like Son (Soshite chichi ni naru)",Comedy,12/13/1974,Elysha Kausche,$72162963.27,0.7,118,Zoomzone,Virtual zero tolerance challenge
Thunderball,Horror,4/1/1999,Analiese Breach,$41212607.65,9.7,114,Kaymbo,User-centric regional secured line
"Man in the Iron Mask, The",Action,10/29/1924,Carmita Hulcoop,$5210165.95,3.2,118,Vidoo,Business-focused scalable orchestration
"Farewell, My Queen (Les adieux à la reine)",Romance,5/23/2018,Myca Dimmock,$91001938.89,0.2,145,Ntags,Fundamental homogeneous extranet
"Basketball Diaries, The",Action,8/24/1938,Duane Scowen,$85284646.40,3.4,195,Izio,Total actuating middleware
"Goonies, The",Drama,10/18/1975,Weider Cheer,$89077196.19,0.8,107,Feedfish,Visionary object-oriented implementation
"House on 92nd Street, The",Horror,9/30/1921,Jerrold MacScherie,$75285646.66,6.7,150,Tazzy,Universal intangible framework
Superman,Horror,2/6/1914,Nickey Orthmann,$83177732.13,5.9,206,Cogibox,Polarised high-level local area network
At First Sight,Drama,7/28/2013,Nevin Dohmann,$36855820.06,9.1,237,Dabvine,Virtual discrete approach
Author! Author!,Comedy,3/17/1941,Tristam Blune,$12001507.01,8.4,223,Blognation,Devolved modular function
Life Partners,Action,12/3/1975,Andromache Linacre,$25380941.88,2.8,151,Realbridge,Face to face incremental algorithm
Night of the Lepus,Drama,12/20/1940,Doralyn Conerding,$92462322.65,4.3,148,Snaptags,Multi-lateral asynchronous Graphical User Interface
"Hottest State, The",Horror,1/10/1976,Dorice Trowle,$5109584.20,7.8,90,Voonix,Innovative bi-directional website
Fall Time,Romance,12/6/1927,Urbain Garritley,$8146225.70,3.8,107,Yozio,Synergized hybrid methodology
Bronco Billy,Romance,5/11/2002,Prent Currin,$71472901.22,5.4,163,Yombu,Integrated methodical productivity
Rainbow Valley,Drama,9/1/1900,Trista Siddon,$48984493.77,3.3,216,Skivee,Open-source user-facing intranet
Confessions from a Holiday Camp,Action,5/24/2020,Janis Janata,$57093131.46,2.7,116,Mynte,Cloned scalable strategy
"Monkey's Teeth (Dents du singe, Les)",Drama,1/25/2001,Mohammed Nowak,$27049849.39,0.2,173,Voomm,Synchronised demand-driven concept
Barabbas,Romance,7/19/1900,Rhodia Peret,$93673983.50,7.4,128,Leenti,Enterprise-wide stable collaboration
Santa Sangre,Action,9/6/2011,Britta Bagwell,$44662822.76,6.2,122,Fanoodle,Reactive incremental structure
Avalon,Action,3/7/1929,Wilburt Purchall,$37577833.97,4.1,233,Chatterbridge,Synergistic encompassing concept
Big Fat Liar,Comedy,8/17/1968,Cass De Ferrari,$41634028.91,7.5,100,Fiveclub,Profound dynamic time-frame
Breaking Wind,Drama,9/7/1907,Bealle Andreasson,$53250710.79,8.9,236,Zoonder,Sharable coherent ability
"Last Circus, The (Balada triste de trompeta) (Sad Trumpet Ballad, A)",Drama,8/28/1954,Chrissie Lyven,$1236735.04,2.2,181,Thoughtbridge,Open-architected next generation capacity
Esa ja Vesa - auringonlaskun ratsastajat,Romance,9/30/1982,Tansy Giovannacci,$9176658.12,0.8,153,Nlounge,Cloned bi-directional functionalities
Murph: The Protector,Comedy,2/10/1938,El Michiel,$79549996.35,6.0,149,Thoughtmix,Triple-buffered systematic leverage
"10th Judicial Court: Judicial Hearings, The (10e chambre - Instants d'audience)",Drama,10/3/1933,Lonnie Pickrill,$11047134.82,4.3,182,Buzzdog,Fully-configurable stable capacity
"Mexican, The",Horror,1/5/2000,Rockwell Benford,$38172724.95,1.4,119,Quaxo,Function-based zero administration artificial intelligence
Congorama,Drama,9/7/1934,Ashli Maypole,$97114934.07,6.0,71,Twinder,Future-proofed tertiary projection
Problem Child,Action,3/14/1917,Cece Hastie,$83293894.51,4.8,111,Demimbu,Ameliorated object-oriented budgetary management
"10,000 BC",Action,6/15/1922,Graham Soaper,$20420697.00,6.7,235,Brainsphere,Optimized 6th generation product
You Will Meet a Tall Dark Stranger,Comedy,12/5/1923,Georgine Buckell,$48383732.86,8.0,92,Leexo,Intuitive national synergy
Island of the Burning Damned (Night of the Big Heat),Action,9/19/1959,Webster Kidby,$1146920.81,5.3,127,Livepath,Multi-layered incremental architecture
Shakthi: The Power,Comedy,11/12/1904,Sim Soanes,$61700272.97,6.7,216,Fivebridge,Ameliorated regional benchmark
"Hucksters, The",Drama,9/4/1919,Dolf Ivashinnikov,$55347088.83,9.1,212,Tagtune,Fundamental encompassing local area network
Camelot,Romance,6/4/1976,Isabella Ahrend,$46809254.04,3.7,62,Feedspan,Re-contextualized impactful matrices
Dark Floors,Comedy,5/4/1975,Jose Struther,$17687204.41,9.5,208,Katz,Re-engineered human-resource instruction set
Wonderland,Drama,4/18/1969,Ives Cohan,$38000674.76,8.4,215,Feedbug,Multi-channelled upward-trending middleware
Death Machine,Comedy,10/10/1990,Ax Schall,$78708379.19,1.9,161,Tagcat,Inverse dedicated neural-net
Gay Purr-ee,Drama,6/24/1994,Vicki Caesmans,$50395866.59,5.0,160,Vinder,Business-focused 5th generation service-desk
Path to War,Action,7/17/1909,Lezlie Priditt,$72864246.55,10.0,107,Wordware,Seamless coherent definition
Soft Shell Man (Un crabe dans la tête),Action,3/15/1950,Mel Grigs,$1405344.90,5.1,178,BlogXS,Integrated holistic open system
"War, The",Action,7/31/1921,Phylys Brokenshire,$38231577.65,4.2,200,Agivu,Progressive dedicated challenge
Blood and Roses (Et mourir de plaisir) (To Die with Pleasure),Romance,1/7/1912,Orren Grundon,$16731745.72,8.2,62,Twinte,Enterprise-wide full-range archive
"Runner, The (Davandeh)",Romance,3/10/1950,Mirabella Salleir,$97093355.16,1.8,239,Topiclounge,Devolved zero administration contingency
Love Is a Many-Splendored Thing,Drama,1/12/1913,Mendie Lapping,$66154665.22,1.1,148,Tagopia,Synchronised zero administration hierarchy
Heartless,Drama,7/18/1935,Jacklyn Hould,$172738.24,2.5,63,Shufflebeat,Reduced tertiary solution
Category 7: The End of the World,Horror,9/19/1955,Coop Escreet,$68621905.58,7.6,135,Browsedrive,Exclusive upward-trending projection
We Live in Public,Comedy,5/21/1969,Elene Lockton,$94423188.30,3.0,196,Fanoodle,User-friendly bandwidth-monitored software
Gran Paradiso,Horror,8/31/1923,Deloria McKeveney,$62850059.01,5.5,193,Rhyzio,Universal value-added strategy
Calendar Girls,Action,12/23/1920,Phaedra Menilove,$37148528.30,1.8,99,Teklist,Team-oriented impactful model
Panic Room,Horror,7/8/2018,Hedi Meneghi,$87570375.91,1.4,193,Yata,Managed radical standardization
"Lucía, Lucía (Hija del caníbal, La)",Comedy,11/21/1915,Jannel Ausiello,$59666126.74,9.0,218,Photobug,Monitored encompassing definition
"6th Day, The",Comedy,12/20/1976,Cinda Toy,$40788910.75,8.4,221,Lazz,Programmable background flexibility
Ishtar,Horror,5/2/1969,Karlene Racine,$53300371.82,9.4,212,Cogilith,Visionary static adapter
Double Dynamite,Comedy,12/16/1911,Ezra Knoller,$53611207.63,4.3,141,Oloo,Persevering well-modulated pricing structure
Fame,Romance,9/15/2013,Elden Josham,$66306205.53,7.6,210,Buzzster,Multi-layered scalable strategy
Double Team,Comedy,1/29/1902,Martainn Mapledoore,$61640110.67,2.3,211,Talane,Extended zero tolerance moratorium
Moulin Rouge,Action,7/18/1951,Evelyn Madgwich,$15346063.15,7.7,176,Devcast,De-engineered mission-critical data-warehouse
"Good Guy, The",Drama,7/30/1943,Rosene Kupper,$80993336.32,4.4,139,Twitterbeat,Phased bottom-line website
Ego,Action,3/7/2014,Vinson Rimmer,$15751662.50,10.0,206,Gabspot,Multi-channelled explicit core
Passion in the Desert,Romance,8/2/1958,Jesus Moorcroft,$67520835.66,7.3,152,Jetwire,Profound incremental secured line
Holocaust,Drama,1/12/2010,Alric Mapis,$86224264.88,1.5,125,Katz,Exclusive client-driven complexity
Wife! Be Like a Rose! (Tsuma yo bara no yo ni),Action,6/4/2022,Leah Girth,$97654115.98,0.3,209,Devpulse,Organic context-sensitive knowledge user
Bringing Out the Dead,Comedy,3/23/1966,Aubrie Jerman,$89166740.96,8.9,148,Quimba,Triple-buffered tertiary info-mediaries
